flight_number,date,booster_version,launch_site,payload,payload_mass_kg,orbit,customer,launch_outcome,booster_landing,launch_year,launch_site_code,success_flag
334.0,,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,23.0,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,,Lo2Svmsta5k(moaaio4teic,0
335.0,2024-05-14 18:39:00,F9 B5 B1063‑18,"Vandenberg, SLC‑4E",Starlink: Group 8-7 (20 satellites),16300.0,LEO,SpaceX,Success,Success (OCISLY),2024.0,VS,1
335.0,,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",20.0,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",,Lo2Svmsi1wdcta5k(moaaio5teic,0
336.0,2024-05-18 00:32:00,F9 B5 B1062‑21,"Cape Canaveral, SLC‑40",Starlink: Group 6-59 (23 satellites),17100.0,LEO,SpaceX,Success,Success (ASOG),2024.0,CCS,1
336.0,,"Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly for the 21st time, new record.","Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly for the 21st time, new record.","Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly for the 21st time, new record.",23.0,"Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly for the 21st time, new record.","Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly for the 21st time, new record.","Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly for the 21st time, new record.","Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly for the 21st time, new record.",,Lo2Svmsta5k(moaaio4teicFbtfft2tnr,0
337.0,2024-05-22 08:00:00,F9 B5 B1071‑16,"Vandenberg, SLC‑4E",NROL-146 (21 Starshield satellites),0.0,SSO,Northrop Grumman/NRO,Success,Success (OCISLY),2024.0,VS,1
337.0,,The first launch of SpaceX/Northrop built Starshield satellites for the National Reconnaissance Office.[109][110],The first launch of SpaceX/Northrop built Starshield satellites for the National Reconnaissance Office.[109][110],The first launch of SpaceX/Northrop built Starshield satellites for the National Reconnaissance Office.[109][110],109.0,The first launch of SpaceX/Northrop built Starshield satellites for the National Reconnaissance Office.[109][110],The first launch of SpaceX/Northrop built Starshield satellites for the National Reconnaissance Office.[109][110],The first launch of SpaceX/Northrop built Starshield satellites for the National Reconnaissance Office.[109][110],The first launch of SpaceX/Northrop built Starshield satellites for the National Reconnaissance Office.[109][110],,TfloSbSsftNRO,0
338.0,2024-05-23 02:35:00,F9 B5 B1080‑8,"Cape Canaveral, SLC‑40",Starlink: Group 6-62 (23 satellites),17100.0,LEO,SpaceX,Success,Success (ASOG),2024.0,CCS,1
338.0,,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,23.0,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,,Lo2Svmsta5k(moaaio4teic,0
339.0,2024-05-24 02:45:00,F9 B5 B1077‑13,"Kennedy, LC‑39A",Starlink: Group 6-63 (23 satellites),17100.0,LEO,SpaceX,Success,Success (JRTI),2024.0,KL,1
339.0,,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 19th time.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 19th time.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 19th time.,23.0,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 19th time.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 19th time.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 19th time.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 19th time.,,Lo2Svmsta5k(moaaio4teic1tfafhft1t,0
340.0,2024-05-28 14:24:00,F9 B5 B1078‑10,"Cape Canaveral, SLC‑40",Starlink: Group 6-60 (23 satellites),17100.0,LEO,SpaceX,Success,Success (ASOG),2024.0,CCS,1
340.0,,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,23.0,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,Lo2Svmsta5k(moaaio4teic,0
341.0,2024-05-28 22:20:00,F9 B5 B1081‑7,"Vandenberg, SLC‑4E",EarthCARE,2350.0,SSO,ESA,Success,Success (LZ‑4),2024.0,VS,1
341.0,,"EarthCARE (Cloud, Aerosol and Radiation Explorer) satellite was the sixth mission in ESA's Earth Explorer program.[115] Tenth flight with short nozzle second stage aimed at lowering costs and improving launch cadence, but is only suitable for missions with lower performance requirements. This marked the first time SpaceX has completed 13 Falcon launches in a calendar month.","EarthCARE (Cloud, Aerosol and Radiation Explorer) satellite was the sixth mission in ESA's Earth Explorer program.[115] Tenth flight with short nozzle second stage aimed at lowering costs and improving launch cadence, but is only suitable for missions with lower performance requirements. This marked the first time SpaceX has completed 13 Falcon launches in a calendar month.","EarthCARE (Cloud, Aerosol and Radiation Explorer) satellite was the sixth mission in ESA's Earth Explorer program.[115] Tenth flight with short nozzle second stage aimed at lowering costs and improving launch cadence, but is only suitable for missions with lower performance requirements. This marked the first time SpaceX has completed 13 Falcon launches in a calendar month.",0.0,"EarthCARE (Cloud, Aerosol and Radiation Explorer) satellite was the sixth mission in ESA's Earth Explorer program.[115] Tenth flight with short nozzle second stage aimed at lowering costs and improving launch cadence, but is only suitable for missions with lower performance requirements. This marked the first time SpaceX has completed 13 Falcon launches in a calendar month.","EarthCARE (Cloud, Aerosol and Radiation Explorer) satellite was the sixth mission in ESA's Earth Explorer program.[115] Tenth flight with short nozzle second stage aimed at lowering costs and improving launch cadence, but is only suitable for missions with lower performance requirements. This marked the first time SpaceX has completed 13 Falcon launches in a calendar month.","EarthCARE (Cloud, Aerosol and Radiation Explorer) satellite was the sixth mission in ESA's Earth Explorer program.[115] Tenth flight with short nozzle second stage aimed at lowering costs and improving launch cadence, but is only suitable for missions with lower performance requirements. This marked the first time SpaceX has completed 13 Falcon launches in a calendar month.","EarthCARE (Cloud, Aerosol and Radiation Explorer) satellite was the sixth mission in ESA's Earth Explorer program.[115] Tenth flight with short nozzle second stage aimed at lowering costs and improving launch cadence, but is only suitable for missions with lower performance requirements. This marked the first time SpaceX has completed 13 Falcon launches in a calendar month.",,E(AaREswtsmiEEEpTfwsnssaalcailcbiosfmwlprTmtftShc1Fliacm,0
342.0,2024-06-01 02:37:00,F9 B5 B1076‑14,"Cape Canaveral, SLC‑40",Starlink: Group 6-64 (23 satellites),17100.0,LEO,SpaceX,Success,Success (ASOG),2024.0,CCS,1
342.0,,"Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Fastest landing-to-landing turnaround of a drone ship, with A Shortfall of Gravitas having serviced the previous Starlink launch only 3 days, 12 hours prior.[117] First time SpaceX has completed 14 Falcon launches in a calendar month (the launch took place on the evening of May 31 local time).","Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Fastest landing-to-landing turnaround of a drone ship, with A Shortfall of Gravitas having serviced the previous Starlink launch only 3 days, 12 hours prior.[117] First time SpaceX has completed 14 Falcon launches in a calendar month (the launch took place on the evening of May 31 local time).","Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Fastest landing-to-landing turnaround of a drone ship, with A Shortfall of Gravitas having serviced the previous Starlink launch only 3 days, 12 hours prior.[117] First time SpaceX has completed 14 Falcon launches in a calendar month (the launch took place on the evening of May 31 local time).",23.0,"Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Fastest landing-to-landing turnaround of a drone ship, with A Shortfall of Gravitas having serviced the previous Starlink launch only 3 days, 12 hours prior.[117] First time SpaceX has completed 14 Falcon launches in a calendar month (the launch took place on the evening of May 31 local time).","Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Fastest landing-to-landing turnaround of a drone ship, with A Shortfall of Gravitas having serviced the previous Starlink launch only 3 days, 12 hours prior.[117] First time SpaceX has completed 14 Falcon launches in a calendar month (the launch took place on the evening of May 31 local time).","Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Fastest landing-to-landing turnaround of a drone ship, with A Shortfall of Gravitas having serviced the previous Starlink launch only 3 days, 12 hours prior.[117] First time SpaceX has completed 14 Falcon launches in a calendar month (the launch took place on the evening of May 31 local time).","Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Fastest landing-to-landing turnaround of a drone ship, with A Shortfall of Gravitas having serviced the previous Starlink launch only 3 days, 12 hours prior.[117] First time SpaceX has completed 14 Falcon launches in a calendar month (the launch took place on the evening of May 31 local time).",,Lo2Svmsta5k(moaaio4teicFltoadswASoGhstpSlo3d1hpFtShc1Fliacm(ltpoteoM3lt,0
